id,energy,valence,danceability,acousticness,speechiness,liveness,instrumentalness,loudness,tempo
71182,0.904,0.832,0.258,2.2e-05,0.0386,0.255,0.218,-5.625,186.054
71183,0.924,0.324,0.527,7.92e-05,0.0367,0.705,0.0671,-4.503,102.036
71184,0.943,0.292,0.333,0.00123,0.149,0.0609,0.0,-4.184,164.979
71185,0.978,0.558,0.579,8.55e-05,0.0548,0.0955,0.000141,-5.327,125.073
71186,0.933,0.467,0.487,0.000135,0.161,0.185,0.0,-4.291,95.58
71187,0.948,0.548,0.518,0.00512,0.0676,0.228,0.0996,-5.579,103.025
71188,0.948,0.548,0.518,0.00512,0.0676,0.228,0.0996,-5.579,103.025
71189,0.943,0.292,0.333,0.00123,0.149,0.0609,0.0,-4.184,164.979
71190,0.827,0.145,0.351,0.000222,0.0412,0.0755,0.000118,-5.351,105.463
71191,0.943,0.292,0.333,0.00123,0.149,0.0609,0.0,-4.184,164.979
71192,0.819,0.423,0.452,0.175,0.0863,0.224,0.69,-4.394,124.649
71193,0.808,0.475,0.548,7.19e-05,0.0398,0.114,0.00341,-5.484,95.207
71194,0.978,0.558,0.579,8.55e-05,0.0548,0.0955,0.000141,-5.327,125.073
71195,0.943,0.292,0.333,0.00123,0.149,0.0609,0.0,-4.184,164.979
71196,0.975,0.309,0.514,7.65e-05,0.0609,0.457,0.561,-4.433,154.047
71197,0.978,0.558,0.579,8.55e-05,0.0548,0.0955,0.000141,-5.327,125.073
71198,0.809,0.409,0.548,0.000298,0.0328,0.156,2.96e-06,-4.001,133.984
71199,0.848,0.324,0.433,6.53e-06,0.0496,0.0982,0.0316,-6.92,131.9
71200,0.868,0.556,0.538,0.000599,0.0377,0.199,0.482,-7.357,105.164
71201,0.961,0.323,0.487,0.0415,0.132,0.553,1.15e-06,-4.139,170.005
71202,0.703,0.259,0.286,0.00847,0.0348,0.142,7.39e-05,-4.491,151.297
71203,0.727,0.216,0.484,0.198,0.0358,0.107,0.00204,-6.107,120.066
71204,0.875,0.646,0.408,1.68e-05,0.0546,0.264,0.000101,-1.536,144.975
71205,0.788,0.581,0.599,0.263,0.0294,0.155,0.00525,-6.25,100.001
71206,0.952,0.624,0.446,0.0901,0.0523,0.112,0.0857,-5.321,125.303
71207,0.596,0.161,0.309,0.101,0.0293,0.21,0.0,-5.599,164.587
71208,0.89,0.692,0.589,0.000481,0.0603,0.201,0.00082,-3.719,90.598
71209,0.965,0.453,0.466,0.042,0.0904,0.101,0.0,-2.597,95.028
71210,0.393,0.0641,0.534,0.00479,0.0292,0.107,0.0107,-7.813,110.007
71211,0.658,0.307,0.377,0.117,0.0318,0.0677,0.0,-5.589,143.713
71212,0.59,0.124,0.492,0.225,0.0239,0.0973,2.79e-05,-4.593,91.018
71213,0.605,0.0783,0.282,0.0047,0.0294,0.103,0.00144,-4.916,103.929
71214,0.59,0.243,0.456,0.00182,0.0327,0.104,0.00379,-8.638,124.635
71215,0.885,0.938,0.655,0.00117,0.0438,0.0448,0.000473,-4.116,100.088
71216,0.581,0.338,0.354,0.201,0.0302,0.177,0.661,-6.074,171.961
71217,0.345,0.458,0.559,0.0576,0.0459,0.141,0.000105,-13.496,84.581
71218,0.891,0.705,0.587,0.000261,0.0361,0.314,0.00454,-3.381,124.005
71219,0.797,0.293,0.518,0.000681,0.0309,0.107,0.0,-5.153,132.918
71220,0.967,0.782,0.533,0.00791,0.0995,0.336,0.0,-2.543,142.018
71221,0.908,0.457,0.603,0.0144,0.184,0.671,0.0,-5.254,133.063
71222,0.938,0.875,0.618,0.0179,0.0456,0.167,0.0,-3.442,91.455
71223,0.685,0.328,0.423,6.28e-05,0.078,0.133,0.00642,-9.651,162.78
71224,0.886,0.395,0.603,0.00045,0.0837,0.26,0.0,-3.777,126.025
71225,0.982,0.194,0.354,0.000237,0.168,0.204,0.000294,-3.026,143.772
71226,0.916,0.683,0.58,0.000297,0.0387,0.126,0.0259,-4.358,118.004
71227,0.833,0.661,0.466,0.0266,0.304,0.0327,0.0,-4.215,88.785
71228,0.671,0.0682,0.474,0.0129,0.0289,0.159,0.0,-4.649,82.94
71229,0.671,0.0682,0.474,0.0129,0.0289,0.159,0.0,-4.649,82.94
71230,0.981,0.585,0.43,0.00014,0.0744,0.287,5.45e-06,-2.929,157.01
71231,0.906,0.748,0.586,0.000837,0.0564,0.0958,0.019,-8.235,122.133
71232,0.879,0.484,0.512,9.54e-05,0.031,0.0824,0.00745,-4.69,92.358
71233,0.948,0.548,0.518,0.00512,0.0676,0.228,0.0996,-5.579,103.025
71234,0.991,0.242,0.342,2.44e-05,0.125,0.404,0.049,-2.836,176.359
71235,0.948,0.548,0.518,0.00512,0.0676,0.228,0.0996,-5.579,103.025
71236,0.991,0.242,0.342,2.44e-05,0.125,0.404,0.049,-2.836,176.359
71237,0.906,0.748,0.586,0.000837,0.0564,0.0958,0.019,-8.235,122.133
71238,0.981,0.585,0.43,0.00014,0.0744,0.287,5.45e-06,-2.929,157.01
71239,0.991,0.242,0.342,2.44e-05,0.125,0.404,0.049,-2.836,176.359
71240,0.954,0.498,0.416,0.0021,0.0467,0.177,0.0,-3.157,144.724
71241,0.72,0.609,0.521,0.00352,0.0254,0.391,0.0114,-7.699,97.577
71242,0.975,0.309,0.514,7.65e-05,0.0609,0.457,0.561,-4.433,154.047
71243,0.978,0.558,0.579,8.55e-05,0.0548,0.0955,0.000141,-5.327,125.073
71244,0.978,0.558,0.579,8.55e-05,0.0548,0.0955,0.000141,-5.327,125.073
71245,0.95,0.611,0.362,0.0133,0.0567,0.371,0.000107,-5.281,135.818
71246,0.948,0.548,0.518,0.00512,0.0676,0.228,0.0996,-5.579,103.025
71247,0.978,0.558,0.579,8.55e-05,0.0548,0.0955,0.000141,-5.327,125.073
71248,0.948,0.548,0.518,0.00512,0.0676,0.228,0.0996,-5.579,103.025
71249,0.824,0.253,0.367,0.0121,0.0377,0.155,8.55e-05,-6.763,89.946
71250,0.838,0.259,0.468,9.42e-05,0.0433,0.0896,0.196,-5.756,115.812
71251,0.489,0.0902,0.595,0.497,0.0271,0.119,0.0,-6.66,120.315
71252,0.584,0.244,0.54,0.0108,0.0254,0.253,0.00296,-9.579,139.261
71253,0.981,0.307,0.568,0.00269,0.0887,0.0243,0.00275,-3.889,135.146
71254,0.904,0.753,0.531,0.00353,0.0419,0.328,0.0,-3.869,94.999
71255,0.712,0.473,0.593,0.00184,0.0286,0.128,0.0,-6.325,124.013
71256,0.951,0.723,0.535,0.00777,0.18,0.0669,0.0,-3.324,160.102
71257,0.97,0.427,0.512,0.03,0.212,0.0994,0.0,-3.886,94.952
71258,0.949,0.233,0.554,0.000318,0.0787,0.2,9.98e-05,-4.928,129.984
71259,0.852,0.512,0.425,0.0175,0.046,0.0935,0.306,-5.607,101.968
71260,0.427,0.354,0.459,0.114,0.0267,0.168,0.0,-7.734,139.902
71261,0.922,0.227,0.364,0.000915,0.0567,0.0697,0.0346,-4.217,79.342
71262,0.97,0.566,0.511,5.6e-06,0.0414,0.18,0.00136,-3.72,132.986
71263,0.931,0.233,0.214,0.000705,0.143,0.0797,3.09e-06,-3.347,162.115
71264,0.764,0.543,0.446,0.00135,0.033,0.099,0.0,-5.042,172.094
71265,0.897,0.358,0.461,0.00821,0.092,0.0965,0.0,-3.982,165.107
71266,0.939,0.526,0.346,0.000231,0.182,0.433,0.0,-3.061,183.147
71267,0.796,0.215,0.47,0.362,0.0336,0.133,1.1e-06,-3.277,113.108
71268,0.852,0.428,0.466,0.00774,0.0585,0.0989,2.6e-06,-4.487,164.032
71269,0.949,0.406,0.487,0.000429,0.0798,0.231,2.91e-05,-4.217,110.02
71270,0.888,0.387,0.426,0.000455,0.0987,0.306,0.0,-3.72,144.111
71271,0.913,0.521,0.454,0.408,0.107,0.248,0.000271,-4.008,137.688
71272,0.908,0.669,0.285,0.0318,0.0705,0.311,0.00909,-4.601,159.756
71273,0.427,0.357,0.459,0.112,0.0267,0.168,0.0,-7.733,139.898
71274,0.815,0.378,0.567,0.000277,0.0286,0.0867,0.104,-4.668,97.937
71275,0.929,0.127,0.286,0.00231,0.091,0.0946,0.00074,-8.494,99.762
71276,0.966,0.497,0.501,1.25e-05,0.0534,0.12,5.74e-05,-3.22,129.994
71277,0.794,0.354,0.457,0.000384,0.0298,0.131,7.18e-05,-6.624,90.439
71278,0.986,0.117,0.501,0.000541,0.076,0.372,2.29e-05,-3.162,107.472
71279,0.897,0.473,0.555,0.00377,0.0645,0.392,0.0116,-6.147,97.851
71280,0.745,0.347,0.292,0.0506,0.0463,0.675,0.125,-9.138,134.077
71281,0.936,0.432,0.29,0.000481,0.211,0.0573,0.0275,-3.876,167.818
71282,0.964,0.352,0.491,3.77e-06,0.0981,0.196,0.542,-8.105,133.238
71283,0.899,0.27,0.358,0.0112,0.134,0.195,0.122,-7.069,174.298
71284,0.871,0.384,0.421,0.00608,0.0351,0.19,0.411,-9.193,102.383
71285,0.487,0.145,0.559,0.0333,0.0266,0.129,0.0826,-9.349,149.959
71286,0.89,0.433,0.304,0.00143,0.122,0.104,0.00113,-3.992,194.289
71287,0.918,0.792,0.582,0.00673,0.0369,0.114,0.0,-6.118,89.994
71288,0.95,0.553,0.421,1.21e-05,0.0769,0.314,0.000217,-3.985,80.919
71289,0.986,0.117,0.501,0.000541,0.076,0.372,2.29e-05,-3.162,107.472
71290,0.706,0.29,0.432,0.00108,0.0426,0.378,0.0,-5.061,136.981
71291,0.889,0.265,0.487,0.101,0.073,0.157,0.0274,-7.998,87.138
71292,0.937,0.306,0.276,0.000531,0.163,0.227,0.123,-6.952,153.814
71293,0.905,0.626,0.329,5.55e-05,0.0732,0.0654,3.95e-06,-7.206,149.377
71294,0.891,0.235,0.323,0.00126,0.119,0.243,0.0187,-7.018,97.373
71295,0.937,0.306,0.276,0.000531,0.163,0.227,0.123,-6.952,153.814
71296,0.647,0.287,0.533,0.161,0.0332,0.372,1.18e-05,-5.556,140.165
71297,0.884,0.685,0.591,0.00188,0.0363,0.0775,7.88e-06,-10.861,130.147
71298,0.925,0.923,0.502,0.0129,0.0501,0.162,0.0,-6.298,149.188
71299,0.913,0.516,0.527,4.89e-05,0.0776,0.0839,0.000213,-3.93,140.016
71300,0.811,0.609,0.736,0.00132,0.081,0.107,0.000142,-4.17,103.502
71301,0.695,0.413,0.437,0.00111,0.0617,0.124,0.0857,-9.447,102.178
71302,0.897,0.927,0.65,0.000315,0.0556,0.102,1.19e-05,-2.704,90.008
71303,0.925,0.178,0.56,0.0372,0.0362,0.104,0.0,-5.48,135.009
71304,0.795,0.513,0.458,0.00316,0.0574,0.0756,0.000202,-3.265,123.229
71305,0.717,0.547,0.595,0.0779,0.0295,0.108,0.00274,-4.803,88.969
71306,0.688,0.433,0.645,0.0107,0.0341,0.186,0.0,-4.749,139.957
71307,0.924,0.28,0.256,0.00369,0.113,0.114,0.234,-6.685,113.574
71308,0.736,0.251,0.476,0.0217,0.0343,0.203,1.08e-06,-5.38,129.084
71309,0.658,0.16,0.276,0.0836,0.0329,0.161,0.000553,-5.418,172.326
71310,0.981,0.711,0.538,0.00662,0.14,0.219,0.0,-2.688,101.414
71311,0.865,0.543,0.545,0.00664,0.0286,0.168,1.1e-05,-5.708,99.009
71312,0.88,0.836,0.576,0.00675,0.0507,0.473,0.0,-3.678,139.942
71313,0.881,0.667,0.486,0.0244,0.0474,0.429,0.0,-5.623,144.997
71314,0.978,0.594,0.554,0.111,0.131,0.0731,0.0,-3.554,135.095
71315,0.84,0.452,0.697,0.106,0.054,0.748,0.0,-4.602,128.034
71316,0.742,0.197,0.7,0.0722,0.0716,0.11,0.0199,-6.777,91.959
71317,0.981,0.163,0.496,9.33e-06,0.108,0.0958,0.0,-3.268,109.905
71318,0.858,0.249,0.518,0.00563,0.0672,0.0598,0.00349,-6.147,117.897
71319,0.907,0.451,0.553,0.00401,0.0484,0.266,0.0,-5.623,100.967
71320,0.88,0.337,0.508,0.0621,0.0448,0.15,9.43e-05,-6.441,140.065
71321,0.922,0.6,0.617,0.000247,0.0744,0.363,0.388,-3.474,132.059
71322,0.881,0.364,0.413,5.99e-05,0.0367,0.0805,0.000308,-5.541,158.066
71323,0.982,0.275,0.363,0.00123,0.3,0.284,0.00218,-3.621,179.23
71324,0.946,0.237,0.427,0.000118,0.0469,0.0604,0.0253,-2.188,101.305
71325,0.887,0.626,0.531,0.00261,0.0329,0.0657,0.000512,-4.417,104.055
71326,0.941,0.503,0.483,0.000526,0.0575,0.31,3.5e-06,-3.598,156.033
71327,0.828,0.515,0.334,0.00312,0.0985,0.0949,0.0043,-9.168,157.891
71328,0.964,0.269,0.392,7.13e-05,0.0644,0.106,0.0387,-4.441,167.024
71329,0.853,0.506,0.553,0.000684,0.0339,0.126,0.0,-3.668,122.023
71330,0.974,0.348,0.291,0.0177,0.171,0.886,5.44e-06,-2.997,134.724
71331,0.929,0.127,0.286,0.00231,0.091,0.0946,0.00074,-8.494,99.762
71332,0.987,0.25,0.418,0.0585,0.209,0.0855,0.000144,-3.331,155.05
71333,0.929,0.127,0.286,0.00231,0.091,0.0946,0.00074,-8.494,99.762
71334,0.929,0.127,0.286,0.00231,0.091,0.0946,0.00074,-8.494,99.762
71335,0.914,0.158,0.433,0.00394,0.0589,0.0896,0.000104,-3.894,144.007
71336,0.242,0.228,0.626,0.43,0.0269,0.119,1.09e-06,-8.658,91.259
71337,0.242,0.228,0.626,0.43,0.0269,0.119,1.09e-06,-8.658,91.259
71338,0.649,0.567,0.497,0.0145,0.0334,0.0477,3.78e-06,-10.205,115.357
71339,0.929,0.127,0.286,0.00231,0.091,0.0946,0.00074,-8.494,99.762
71340,0.979,0.227,0.457,9.8e-06,0.0485,0.123,0.119,-3.836,127.006
71341,0.929,0.127,0.286,0.00231,0.091,0.0946,0.00074,-8.494,99.762
71342,0.853,0.594,0.506,5.61e-05,0.0488,0.347,0.097,-9.989,145.691
71343,0.979,0.227,0.457,9.8e-06,0.0485,0.123,0.119,-3.836,127.006
71344,0.961,0.159,0.371,1.52e-05,0.0931,0.0916,0.0548,-6.765,115.336
71345,0.911,0.197,0.233,3.34e-05,0.08,0.344,0.258,-5.114,199.851
71346,0.979,0.227,0.457,9.8e-06,0.0485,0.123,0.119,-3.836,127.006
71347,0.87,0.694,0.457,0.292,0.0711,0.117,1.67e-06,-4.906,81.095
71348,0.874,0.265,0.435,0.000337,0.123,0.311,0.0419,-6.664,120.167
71349,0.87,0.694,0.457,0.292,0.0711,0.117,1.67e-06,-4.906,81.095
71350,0.94,0.24,0.405,0.000102,0.0844,0.719,2.79e-05,-3.103,143.126
71351,0.91,0.693,0.616,0.0459,0.0386,0.343,0.0,-3.004,144.072
71352,0.938,0.729,0.407,0.0339,0.0553,0.807,0.00141,-3.263,172.661
71353,0.826,0.19,0.448,0.00756,0.0319,0.117,0.0,-3.244,77.093
71354,0.69,0.219,0.544,0.012,0.0425,0.0615,0.0095,-5.723,123.962
71355,0.919,0.259,0.355,0.00234,0.356,0.262,0.000313,-3.771,159.922
71356,0.871,0.539,0.687,0.00225,0.0689,0.134,0.00708,-5.531,115.0
71357,0.945,0.545,0.546,0.000311,0.0531,0.724,0.0,-4.399,135.128
71358,0.918,0.539,0.504,0.00164,0.0517,0.78,2.12e-05,-3.463,92.031
71359,0.922,0.716,0.64,0.00369,0.0385,0.332,0.055,-6.283,125.105
71360,0.802,0.338,0.393,0.0168,0.0367,0.193,0.0,-4.499,140.101
71361,0.417,0.166,0.153,0.434,0.0318,0.211,0.000622,-11.587,80.87
71362,0.522,0.336,0.513,0.0634,0.0295,0.121,0.0,-7.569,141.833
71363,0.828,0.147,0.35,0.000217,0.041,0.0774,0.000161,-5.373,105.435
71364,0.929,0.428,0.434,0.000207,0.147,0.0916,0.00109,-2.749,92.541
71365,0.804,0.469,0.607,0.00116,0.0296,0.159,0.0,-5.209,139.983
71366,0.669,0.312,0.457,0.0296,0.0288,0.142,0.0,-5.792,93.987
71367,0.28,0.175,0.322,0.468,0.0281,0.102,1.1e-06,-9.367,85.794
71368,0.847,0.317,0.454,0.00953,0.115,0.15,0.000285,-10.981,90.291
71369,0.953,0.14,0.153,0.00152,0.122,0.366,0.0062,-4.74,199.892
71370,0.939,0.569,0.434,0.0425,0.0593,0.491,0.0,-2.983,159.932
71371,0.704,0.703,0.43,0.000155,0.0804,0.0933,0.00221,-8.008,118.242
71372,0.805,0.25,0.223,0.000179,0.037,0.0849,0.814,-8.969,168.165
71373,0.656,0.242,0.282,0.0105,0.0302,0.0892,0.0,-6.557,139.352
71374,0.866,0.227,0.308,0.000739,0.059,0.232,0.00141,-5.671,109.825
71375,0.342,0.131,0.385,0.416,0.0285,0.119,0.0,-7.749,132.864
71376,0.805,0.564,0.438,0.00255,0.0624,0.0842,5.69e-05,-6.237,113.253
71377,0.917,0.601,0.55,0.00428,0.0638,0.197,0.0,-3.159,126.115
71378,0.933,0.709,0.603,0.00591,0.171,0.206,0.0,-3.358,96.306
71379,0.891,0.51,0.61,0.000805,0.0587,0.0657,0.0928,-5.452,139.903
71380,0.956,0.159,0.366,0.000293,0.108,0.449,0.00447,-3.725,104.016
71381,0.788,0.407,0.656,0.0545,0.109,0.324,0.0,-7.871,139.909
71382,0.983,0.106,0.265,5.64e-06,0.139,0.04,0.765,-7.109,120.087
71383,0.843,0.115,0.424,0.00101,0.0394,0.366,0.00896,-6.197,90.247
71384,0.573,0.562,0.359,0.665,0.0326,0.136,0.000178,-6.054,73.368
71385,0.977,0.0449,0.473,0.0243,0.15,0.0931,0.604,-8.651,100.552
71386,0.573,0.562,0.359,0.665,0.0326,0.136,0.000178,-6.054,73.368
71387,0.573,0.562,0.359,0.665,0.0326,0.136,0.000178,-6.054,73.368
71388,0.937,0.395,0.636,0.00117,0.044,0.54,0.000223,-3.94,112.641
71389,0.573,0.562,0.359,0.665,0.0326,0.136,0.000178,-6.054,73.368
71390,0.573,0.562,0.359,0.665,0.0326,0.136,0.000178,-6.054,73.368
71391,0.937,0.395,0.636,0.00117,0.044,0.54,0.000223,-3.94,112.641
71392,0.983,0.422,0.349,0.00065,0.0564,0.0365,0.000892,-5.969,105.571
71393,0.645,0.278,0.511,0.00563,0.0368,0.292,0.664,-10.383,95.005
71394,0.831,0.281,0.599,0.000155,0.159,0.117,2.13e-06,-7.86,121.05
71395,0.977,0.0449,0.473,0.0243,0.15,0.0931,0.604,-8.651,100.552
71396,0.961,0.537,0.659,0.000425,0.0829,0.105,0.423,-5.568,101.368
71397,0.961,0.537,0.659,0.000425,0.0829,0.105,0.423,-5.568,101.368
71398,0.985,0.446,0.645,0.00113,0.111,0.223,0.0102,-3.715,113.934
71399,0.985,0.446,0.645,0.00113,0.111,0.223,0.0102,-3.715,113.934
71400,0.661,0.506,0.54,0.0765,0.0381,0.125,0.0,-5.534,90.012
71401,0.938,0.822,0.494,0.000474,0.0384,0.314,0.0,-2.359,95.049
71402,0.89,0.249,0.497,0.00055,0.0445,0.255,0.00129,-4.559,133.047
71403,0.968,0.305,0.528,5.67e-05,0.145,0.0668,0.0916,-3.457,91.934
71404,0.474,0.317,0.592,0.557,0.0262,0.148,0.0,-8.288,130.0
71405,0.995,0.303,0.175,0.000145,0.211,0.214,2.5e-06,1.023,184.066
71406,0.939,0.235,0.398,0.00591,0.0648,0.357,0.000881,-2.865,92.027
71407,0.853,0.179,0.269,0.000249,0.0854,0.118,0.000246,-4.647,141.581
71408,0.51,0.198,0.497,0.0902,0.0299,0.147,0.00142,-7.3,113.074
71409,0.792,0.666,0.645,0.0562,0.036,0.119,0.0121,-7.34,90.565
71410,0.642,0.129,0.392,0.0048,0.0326,0.296,0.486,-5.267,92.698
71411,0.648,0.305,0.466,0.0023,0.028,0.112,1.49e-05,-11.101,90.435
71412,0.913,0.73,0.556,0.0193,0.0437,0.346,8.59e-06,-2.36,96.184
71413,0.808,0.38,0.493,0.000235,0.0362,0.0983,0.0,-3.365,117.971
71414,0.636,0.279,0.493,0.0629,0.0256,0.0921,2.49e-06,-7.408,79.419
71415,0.802,0.253,0.252,0.13,0.0391,0.309,0.0146,-3.976,150.056
71416,0.917,0.313,0.51,0.0054,0.0854,0.396,0.000133,-4.806,75.098
71417,0.863,0.243,0.496,0.0046,0.0381,0.639,0.0,-4.153,110.018
71418,0.895,0.237,0.521,5.54e-05,0.0442,0.0985,0.349,-5.242,120.117
71419,0.876,0.532,0.447,0.000359,0.066,0.255,0.00103,-5.446,92.535
71420,0.873,0.452,0.306,0.00105,0.0567,0.52,0.0,-3.668,198.387
71421,0.884,0.624,0.432,0.0127,0.13,0.166,0.000527,-6.659,108.948
71422,0.845,0.317,0.423,0.143,0.0559,0.213,5.07e-06,-3.509,116.602
71423,0.986,0.492,0.378,0.000248,0.0832,0.0833,0.0,-2.769,94.458
71424,0.803,0.565,0.53,0.0545,0.0386,0.316,0.0,-5.031,80.992
71425,0.574,0.308,0.551,0.0203,0.0263,0.186,0.0,-6.265,143.734
71426,0.612,0.241,0.396,0.00288,0.0277,0.233,4.71e-05,-8.039,146.759
71427,0.908,0.437,0.415,0.00437,0.0765,0.082,0.0345,-9.701,114.816
71428,0.88,0.257,0.32,0.000101,0.0504,0.076,4.31e-06,-6.035,146.349
71429,0.636,0.308,0.614,0.38,0.0287,0.1,0.00459,-5.634,117.966
71430,0.959,0.365,0.433,0.000917,0.0431,0.028,0.0,-4.04,172.984
71431,0.957,0.611,0.593,0.00559,0.0844,0.597,1.13e-06,-2.012,99.971
71432,0.982,0.361,0.519,0.00203,0.108,0.0971,0.00055,-3.547,97.745
71433,0.73,0.12,0.234,0.199,0.0446,0.13,4.77e-06,-4.854,152.972
71434,0.789,0.048,0.377,0.016,0.0504,0.245,0.705,-5.032,159.965
71435,0.995,0.147,0.241,0.000455,0.188,0.694,0.0237,-3.039,157.779
71436,0.835,0.795,0.572,0.171,0.0317,0.0702,0.000377,-6.219,129.981
71437,0.902,0.278,0.293,0.000566,0.0564,0.446,0.712,-6.538,104.193
71438,0.902,0.273,0.435,0.00638,0.0505,0.199,5.29e-06,-2.939,142.892
71439,0.956,0.669,0.641,0.00037,0.0376,0.16,0.00858,-4.006,136.981
71440,0.894,0.67,0.192,3.42e-06,0.0421,0.025,0.0028,-7.136,194.458
71441,0.932,0.315,0.218,0.0155,0.098,0.277,0.0246,-6.803,167.718
71442,0.962,0.721,0.457,0.000455,0.0495,0.319,0.00271,-3.722,150.039
71443,0.88,0.683,0.436,0.0154,0.0651,0.205,0.0,-8.547,112.012
71444,0.942,0.398,0.491,0.156,0.109,0.367,0.0,-5.333,100.441
71445,0.984,0.304,0.383,0.000246,0.103,0.24,0.287,-3.573,164.959
71446,0.942,0.143,0.331,0.00228,0.141,0.0974,0.00524,-3.968,180.372
71447,0.814,0.676,0.334,0.0247,0.0447,0.501,0.000593,-14.175,150.813
71448,0.984,0.304,0.383,0.000246,0.103,0.24,0.287,-3.573,164.959
71449,0.771,0.206,0.467,0.0157,0.0336,0.129,5.49e-06,-3.823,139.91
71450,0.55,0.511,0.593,0.00989,0.0379,0.132,2.94e-06,-5.946,59.996
71451,0.634,0.0964,0.367,0.000824,0.027,0.116,0.0759,-6.475,89.981
71452,0.951,0.589,0.49,2.02e-05,0.0477,0.0314,0.0027,-3.777,106.946
71453,0.61,0.214,0.448,0.0102,0.0342,0.135,0.000491,-2.695,123.762
71454,0.659,0.327,0.383,0.117,0.0312,0.0778,0.0,-5.558,140.795
71455,0.932,0.544,0.656,0.00347,0.0708,0.144,0.00147,-3.405,130.936
71456,0.83,0.453,0.498,0.00461,0.0421,0.139,0.0,-5.157,89.342
71457,0.74,0.562,0.47,0.0455,0.07,0.091,0.0,-6.093,84.841
71458,0.934,0.409,0.571,0.00316,0.0531,0.197,6.21e-06,-4.22,132.594
71459,0.783,0.124,0.473,0.0125,0.0869,0.268,0.475,-10.671,91.976
71460,0.727,0.233,0.437,0.0532,0.0293,0.103,0.0,-5.432,73.029
71461,0.48,0.126,0.472,0.000204,0.0308,0.0914,0.00275,-11.893,123.023
71462,0.95,0.438,0.376,0.00021,0.0641,0.0377,0.0,-4.067,178.018
71463,0.846,0.448,0.633,0.000819,0.0337,0.0762,0.00139,-6.347,89.23
71464,0.883,0.373,0.569,8.07e-05,0.0748,0.0883,7.74e-05,-4.41,134.001
71465,0.778,0.217,0.433,0.00838,0.0371,0.163,0.0,-4.68,149.864
71466,0.722,0.59,0.573,0.182,0.0295,0.29,0.0,-6.518,144.209
71467,0.937,0.604,0.452,0.000209,0.161,0.606,3.61e-06,-3.346,164.032
71468,0.991,0.198,0.322,0.00313,0.213,0.0708,0.0035,-4.453,140.221
71469,0.982,0.118,0.286,3.39e-05,0.131,0.309,0.00675,-3.828,110.629
71470,0.939,0.27,0.442,0.000183,0.0941,0.0857,0.00589,-4.18,140.021
71471,0.531,0.49,0.345,0.00642,0.0305,0.14,7.28e-06,-12.708,176.302
71472,0.679,0.508,0.369,0.128,0.0742,0.197,0.0125,-9.729,91.883
71473,0.995,0.679,0.488,0.00153,0.108,0.911,0.0,-3.096,90.058
71474,0.912,0.682,0.508,7.06e-05,0.0368,0.0492,0.403,-8.049,117.582
71475,0.906,0.211,0.576,0.000332,0.0571,0.0908,0.0614,-7.677,127.935
71476,0.83,0.453,0.498,0.00461,0.0421,0.139,0.0,-5.157,89.342
71477,0.894,0.784,0.536,0.00596,0.0479,0.118,0.0168,-5.687,174.899
71478,0.781,0.372,0.443,1.33e-05,0.0377,0.166,0.205,-4.277,71.841
71479,0.747,0.255,0.272,0.000393,0.0401,0.16,4.03e-05,-4.86,202.777
71480,0.898,0.639,0.546,0.0266,0.162,0.129,0.0,-3.067,173.17
71481,0.961,0.491,0.362,0.024,0.0857,0.159,9.35e-06,-5.664,164.019
71482,0.943,0.766,0.523,0.00704,0.0337,0.0579,3.81e-05,-4.203,99.607
71483,0.985,0.221,0.325,0.00177,0.151,0.351,0.107,-3.941,125.307
71484,0.882,0.3,0.313,0.0346,0.0355,0.45,0.338,-6.215,103.981
71485,0.581,0.213,0.453,0.0256,0.0336,0.154,0.0236,-12.713,174.203
71486,0.795,0.544,0.501,0.00279,0.0298,0.105,0.00028,-7.147,93.556
71487,0.881,0.692,0.575,0.000113,0.0356,0.147,2.59e-05,-13.012,132.128
71488,0.808,0.196,0.562,0.0118,0.0462,0.137,0.158,-4.836,99.956
71489,0.967,0.374,0.49,0.000863,0.085,0.0901,4.19e-06,-3.68,159.998
71490,0.808,0.196,0.562,0.0118,0.0462,0.137,0.158,-4.836,99.956
71491,0.982,0.127,0.288,6.65e-05,0.269,0.163,0.0123,-7.034,163.469
71492,0.47,0.69,0.508,0.201,0.0262,0.14,0.0553,-9.339,81.016
71493,0.883,0.133,0.465,0.000101,0.0504,0.638,0.425,-4.794,95.04
71494,0.831,0.511,0.589,0.0195,0.0615,0.0635,2.41e-05,-12.373,98.813
71495,0.687,0.72,0.505,0.234,0.0462,0.874,0.0,-11.207,104.315
71496,0.81,0.464,0.468,0.00169,0.0724,0.567,0.0314,-8.33,145.589
71497,0.935,0.529,0.38,6.45e-06,0.0595,0.111,0.197,-7.061,109.096
71498,0.905,0.546,0.357,0.00395,0.0523,0.375,0.000417,-7.787,81.294
71499,0.687,0.72,0.505,0.234,0.0462,0.874,0.0,-11.207,104.315
71500,0.793,0.69,0.559,0.0191,0.028,0.394,0.0,-3.536,92.034
71501,0.861,0.143,0.227,0.000218,0.0628,0.155,6.23e-06,-3.997,74.824
71502,0.561,0.159,0.384,0.373,0.0296,0.0775,0.253,-10.059,136.136
71503,0.568,0.516,0.614,0.00797,0.0276,0.0997,0.0,-5.477,107.849
71504,0.714,0.624,0.652,0.145,0.0562,0.154,0.0,-5.678,112.029
71505,0.978,0.359,0.421,0.0037,0.302,0.111,0.0,-4.004,196.921
